Time,Time Code,Country Name,Country Code,Urban population (% of total population) [SP.URB.TOTL.IN.ZS],Population growth (annual %) [SP.POP.GROW],Agricultural land (% of land area) [AG.LND.AGRI.ZS],"Agriculture, forestry, and fishing, value added (% of GDP) [NV.AGR.TOTL.ZS]"
2000,YR2000,Australia,AUS,84.235,1.19227232344832,59.2881038230738,3.11490323731114
2000,YR2000,Austria,AUT,60.213,0.240466652446524,35.630150266602,1.64730021298979
2000,YR2000,Belgium,BEL,97.129,0.242517956221334,45.891677675033,1.17600527973714
2000,YR2000,Canada,CAN,79.478,0.931281553452429,6.83580221714355,2.09165300710719
2000,YR2000,Chile,CHL,86.073,1.17718527887184,20.3219229300151,5.08296243051118
2000,YR2000,Czechia,CZE,73.988,-0.280414108078884,55.3901902420085,3.25052833080989
2000,YR2000,Denmark,DNK,85.1,0.334233618829261,66.175,2.151853225624
2000,YR2000,Estonia,EST,69.368,0.483707161729931,23.2602028780373,3.88500958820541
2000,YR2000,Finland,FIN,82.183,0.2076065154133,7.2819199579763,2.95363597719177
2000,YR2000,France,FRA,75.871,0.684945783642239,54.4360781420356,2.0983575513075
2000,YR2000,Germany,DEU,74.965,0.135431600393084,48.9124516406362,0.994789221891906
2000,YR2000,Greece,GRC,72.716,0.409041838238246,66.1675717610551,5.43524818135254
2000,YR2000,Hungary,HUN,64.575,-0.259764908288633,65.32024101763,4.93445987752074
2000,YR2000,Iceland,ISL,92.401,1.36919283329812,18.8428927680798,7.00385857422343
2000,YR2000,Ireland,IRL,59.155,1.33304266586712,64.044128320511,2.50492903890048
2000,YR2000,Israel,ISR,91.203,2.64233191305756,26.1552680221811,1.33047150849241
2000,YR2000,Italy,ITA,67.222,0.045303631138613,52.8780797922345,2.56361411951499
2000,YR2000,Japan,JPN,78.649,0.167275578113187,14.4252400548697,1.5178803390325
2000,YR2000,"Korea, Rep.",KOR,79.621,0.836180864297766,20.4540742276591,3.8577920379894
2000,YR2000,Latvia,LVA,68.067,-0.963935407092365,25.5194690407701,4.4653191603977
2000,YR2000,Lithuania,LTU,66.986,-0.703385440488978,54.5309508615188,5.58605077769058
2000,YR2000,Luxembourg,LUX,84.216,1.34408299573143,49.7191644072932,0.596866957478124
2000,YR2000,Mexico,MEX,74.722,1.4410967038977,54.6979088968338,3.32308631189687
2000,YR2000,Netherlands,NLD,76.795,0.714770362784392,58.0005924170616,2.29863696801156
2000,YR2000,New Zealand,NZL,86.021,0.587564086381346,58.5355664425962,7.75290180992832
2000,YR2000,Norway,NOR,76.02,0.649044821192665,2.85288738487148,1.82301531961815
2000,YR2000,Poland,POL,61.716,-1.04433539837844,60.1162297169349,3.12672432106006
2000,YR2000,Portugal,PRT,54.399,0.702859953319024,43.2391256830601,3.10974828415915
2000,YR2000,Slovak Republic,SVK,56.233,-0.135376487794425,50.7276507276507,1.71030559393339
2000,YR2000,Slovenia,SVN,50.754,0.29607496005045,25.7199602780536,3.08556322926251
2000,YR2000,Spain,ESP,76.262,0.447137014535835,59.6513026052104,3.74530563354845
2000,YR2000,Sweden,SWE,84.026,0.160575484575313,7.30127704223281,1.94285989541354
2000,YR2000,Switzerland,CHE,73.383,0.561954617400164,39.6214958000202,1.05153529982011
2000,YR2000,Turkiye,TUR,64.741,1.51810979845438,52.5954029858503,10.0328526543258
2000,YR2000,United Kingdom,GBR,78.651,0.357300887421605,70.1194560410036,0.850705507510241
2000,YR2000,United States,USA,79.057,1.11276899679534,45.2305848555761,1.15055536360653
2001,YR2001,Australia,AUS,84.1,1.34835834227145,59.3181729429988,3.50219780997615
2001,YR2001,Austria,AUT,59.934,0.382799394483217,35.3380998545807,1.67070339573168
2001,YR2001,Belgium,BEL,97.186,0.343951157623668,45.7992073976222,1.10935029767163
2001,YR2001,Canada,CAN,79.81,1.08635096562717,6.83816244106634,2.11789067175753
2001,YR2001,Chile,CHL,86.363,1.12619894374837,20.3757202111005,4.06242026416145
2001,YR2001,Czechia,CZE,73.877,-0.375719704335905,55.3643069755403,3.20352708630753
2001,YR2001,Denmark,DNK,85.15,0.358315678955486,66.9,2.33950941505079
2001,YR2001,Estonia,EST,69.242,-0.63696312445507,20.9955178108044,3.49396864407665
2001,YR2001,Finland,FIN,82.368,0.227687341886374,7.2950523654749,2.76433332411428
2001,YR2001,France,FRA,76.127,0.727789664461319,54.2642270260991,2.10700819139254
2001,YR2001,Germany,DEU,75.17,0.168225361337335,48.8220120378332,1.08343229583805
2001,YR2001,Greece,GRC,72.913,0.51988446396193,65.4615981380915,5.20270209625701
2001,YR2001,Hungary,HUN,64.67,-0.229379183308447,65.4429814773488,4.91438887698312
2001,YR2001,Iceland,ISL,92.532,1.32929525456819,18.8428927680798,7.48486716532358
2001,YR2001,Ireland,IRL,59.399,1.59215149039299,64.0150965307011,1.99385983232223
2001,YR2001,Israel,ISR,91.267,2.35711729946802,25.9242144177449,1.53744213546385
2001,YR2001,Italy,ITA,67.282,0.0561676014374784,52.4215637871215,2.48963145584114
2001,YR2001,Japan,JPN,79.99,0.240952587521069,13.1495198902606,1.36750619152798
2001,YR2001,"Korea, Rep.",KOR,79.94,0.767241774760276,20.1054372544966,3.56581902129398
2001,YR2001,Latvia,LVA,67.95,-1.29148694354873,25.4069776784997,4.41345812396173
2001,YR2001,Lithuania,LTU,66.919,-0.824008723044179,46.2029355456286,4.87429863580582
2001,YR2001,Luxembourg,LUX,84.843,1.19045634528707,49.7191644072932,0.560287361469729
2001,YR2001,Mexico,MEX,75.045,1.40395986845276,54.8110805319067,3.40326534775438
2001,YR2001,Netherlands,NLD,77.83,0.754840057734904,56.9520142180095,2.22461562086905
2001,YR2001,New Zealand,NZL,86.1,0.589286034969052,58.5545554669401,7.98138479706632
2001,YR2001,Norway,NOR,76.378,0.506046910557235,2.86657686368565,1.58869172655478
2001,YR2001,Poland,POL,61.761,-0.0275871247282958,58.0756799111953,3.25341501737577
2001,YR2001,Portugal,PRT,55.044,0.705230637323876,42.1182513661202,2.96074957358316
2001,YR2001,Slovak Republic,SVK,56.163,-0.18301227099618,46.8814968814969,2.12021767859932
2001,YR2001,Slovenia,SVN,50.78,0.157498742047657,25.3227408142999,2.78807125237532
2001,YR2001,Spain,ESP,76.343,0.694068084334464,59.2152772205729,3.67764014761916
2001,YR2001,Sweden,SWE,84.071,0.268470527954234,7.49718232718294,1.94493737546086
2001,YR2001,Switzerland,CHE,73.375,0.632771238018431,39.5364724337727,0.91885973243129
2001,YR2001,Turkiye,TUR,65.34,1.49422662100438,53.2307732286943,8.78803796915921
2001,YR2001,United Kingdom,GBR,78.751,0.384975969564228,70.0739883437358,0.782120850455726
2001,YR2001,United States,USA,79.234,0.989741382223669,45.2900702036254,1.1292569744094
2002,YR2002,Australia,AUS,84.222,1.22056378534358,58.1856995951733,3.94915687175001
2002,YR2002,Austria,AUT,59.655,0.49198046425522,35.1696558410082,1.56277441149196
2002,YR2002,Belgium,BEL,97.241,0.448268894821562,45.8751651254954,1.03313414275776
2002,YR2002,Canada,CAN,79.888,1.08744792718674,6.92547841246365,1.98762322116267
2002,YR2002,Chile,CHL,86.606,1.0788448744697,20.9338670023617,4.06503324753284
2002,YR2002,Czechia,CZE,73.809,-0.192901617564167,47.2636210689789,2.65958672335973
2002,YR2002,Denmark,DNK,85.25,0.319487125340996,66.625,1.7811164321679
2002,YR2002,Estonia,EST,69.116,-0.633433796423808,16.4708657702288,3.55352070544501
2002,YR2002,Finland,FIN,82.503,0.242381050233372,7.34101579172002,2.67230580660803
2002,YR2002,France,FRA,76.38,0.727226637519812,54.0768526956519,2.01085885192927
2002,YR2002,Germany,DEU,75.374,0.168128319406931,48.6355558103537,0.900496788164431
2002,YR2002,Greece,GRC,73.303,0.366566462148184,64.7245927075252,4.98711360482813
2002,YR2002,Hungary,HUN,65.081,-0.28475137719698,65.264449899576,4.26079504256631
2002,YR2002,Iceland,ISL,92.662,0.892596377462957,18.8229426433915,7.51299343302451
2002,YR2002,Ireland,IRL,59.649,1.68514885730282,63.478008419219,1.7353084894094
2002,YR2002,Israel,ISR,91.33,2.01405839404727,26.0166358595194,1.58875723097915
2002,YR2002,Italy,ITA,67.382,0.148916429490753,51.6471773784484,2.37138225861722
2002,YR2002,Japan,JPN,81.647,0.232527187105684,13.0672153635117,1.37649059914159
2002,YR2002,"Korea, Rep.",KOR,80.299,0.577957276814842,19.8264283500362,3.20680203781807
2002,YR2002,Latvia,LVA,67.85,-1.1618382239436,25.6319604030405,4.49884105674688
2002,YR2002,Lithuania,LTU,66.828,-0.802765710748508,46.0274409700064,4.77513123922724
2002,YR2002,Luxembourg,LUX,85.299,1.04766081596443,49.7191644072932,0.690661512047414
2002,YR2002,Mexico,MEX,75.365,1.37302085830616,54.8110805319067,3.27828185504542
2002,YR2002,Netherlands,NLD,79.113,0.638291666268526,57.4674170616114,2.07767536621722
2002,YR2002,New Zealand,NZL,86.161,1.73717486434422,45.9496411074399,5.85289352793662
2002,YR2002,Norway,NOR,76.733,0.539290805050494,2.86383896792281,1.52073059641543
2002,YR2002,Poland,POL,61.787,-0.0463189372499392,55.1732018675112,2.7257594673325
2002,YR2002,Portugal,PRT,55.666,0.547667939660689,42.3794535519126,2.72289086156617
2002,YR2002,Slovak Republic,SVK,56.013,-0.0363525509687338,46.5072765072765,2.04289904767007
2002,YR2002,Slovenia,SVN,50.857,0.123915442323272,25.0744786494538,2.97920281086595
2002,YR2002,Spain,ESP,76.533,1.41259540475782,58.9511862776531,3.48901743975068
2002,YR2002,Sweden,SWE,84.133,0.325438067703728,7.70830832349511,1.89967733195399
2002,YR2002,Switzerland,CHE,73.401,0.756469145838096,39.4590354739133,0.931026266283462
2002,YR2002,Turkiye,TUR,65.974,1.47386568720214,53.5270194768915,10.1907585574088
2002,YR2002,United Kingdom,GBR,79.047,0.423337079636281,70.1690571652957,0.916379912898543
2002,YR2002,United States,USA,79.409,0.927797485710314,45.0848730397122,0.973711859673977
2003,YR2003,Australia,AUS,84.343,1.23399666342628,57.2094294677375,2.88893596341479
2003,YR2003,Austria,AUT,59.375,0.487133894826838,34.9640087251575,1.49193189790189
2003,YR2003,Belgium,BEL,97.296,0.418641508069053,45.9775429326288,1.0294445025288
2003,YR2003,Canada,CAN,79.967,0.901372739095955,6.90930546679025,2.05309139249344
2003,YR2003,Chile,CHL,86.665,1.04799383160613,20.7455765185628,4.09477533093825
2003,YR2003,Czechia,CZE,73.74,-0.028620590719166,47.475346188689,2.44002731408219
2003,YR2003,Denmark,DNK,85.36,0.272010444031566,66.45,1.61078580311509
2003,YR2003,Estonia,EST,68.989,-0.627622448059203,19.5494220334985,3.46019281311318
2003,YR2003,Finland,FIN,82.638,0.238457240068217,7.37384681046653,2.53576629829521
2003,YR2003,France,FRA,76.632,0.708771177676303,53.9083390676934,1.85016428870167
2003,YR2003,Germany,DEU,75.577,0.0553633035873241,48.7400017201342,0.832259435604571
2003,YR2003,Greece,GRC,73.689,0.238643175320258,64.0186190845617,4.99978360011743
2003,YR2003,Hungary,HUN,65.489,-0.286433268128688,65.4429814773488,3.9010994725515
2003,YR2003,Iceland,ISL,92.789,0.692497620476186,18.8029925187032,6.44335958776617
2003,YR2003,Ireland,IRL,59.925,1.62895096193019,63.4344607345043,1.48000381983801
2003,YR2003,Israel,ISR,91.393,1.80551975888109,25.4621072088725,1.49298681092598
2003,YR2003,Italy,ITA,67.501,0.444507312655549,50.4095117645865,2.357959442263
2003,YR2003,Japan,JPN,83.196,0.213980948779682,12.9931412894376,1.29902822421038
2003,YR2003,"Korea, Rep.",KOR,80.652,0.518321452985646,19.6487603305785,2.96459727836726
2003,YR2003,Latvia,LVA,67.8,-0.966400801237561,25.4230478731097,3.93534419308901
2003,YR2003,Lithuania,LTU,66.737,-0.812278097406687,40.5392469687301,4.42285391540034
2003,YR2003,Luxembourg,LUX,85.743,1.21520087964639,49.7191644072932,0.46423787561405
2003,YR2003,Mexico,MEX,75.682,1.36378023068234,54.8110805319067,3.38748649595129
2003,YR2003,Netherlands,NLD,80.341,0.471814398788212,56.6854265402844,2.05982722645814
2003,YR2003,New Zealand,NZL,86.221,1.97355854434158,45.0343701340625,5.72933246598663
2003,YR2003,Norway,NOR,77.084,0.586532691986894,2.84741159334582,1.30803942817787
2003,YR2003,Poland,POL,61.676,-0.067492701646486,52.7984587251829,2.60980319942584
2003,YR2003,Portugal,PRT,56.287,0.375411414855816,41.6795628415301,2.65118079570935
2003,YR2003,Slovak Republic,SVK,55.863,-0.0658215070322074,46.4768239451258,1.81038352971388
2003,YR2003,Slovenia,SVN,51.082,0.0602967792572922,25.3227408142999,2.25206975614957
2003,YR2003,Spain,ESP,76.778,1.80845446818345,58.3982692654394,3.4311562499221
2003,YR2003,Sweden,SWE,84.196,0.372092942799084,7.68081284490562,1.85862963191743
2003,YR2003,Switzerland,CHE,73.427,0.74191960337232,39.3765339945852,0.834713711309976
2003,YR2003,Turkiye,TUR,66.602,1.43873664511403,52.8097917180983,9.79514977798378
2003,YR2003,United Kingdom,GBR,79.339,0.465641113602993,70.0863886248088,0.873354127479226
2003,YR2003,United States,USA,79.583,0.859481712840946,45.0803215919807,1.12104760396265
2004,YR2004,Australia,AUS,84.463,1.15935216218033,51.4046574593546,3.06360356499632
2004,YR2004,Austria,AUT,59.094,0.620413127334181,34.7479398933592,1.47647439267771
2004,YR2004,Belgium,BEL,97.35,0.432788248129175,45.947820343461,1.02291054131515
2004,YR2004,Canada,CAN,80.045,0.933020777495183,6.89313252111685,2.16781311109181
2004,YR2004,Chile,CHL,86.725,1.03766797310084,21.4314918524018,3.75826582540335
2004,YR2004,Czechia,CZE,73.671,0.0304348483027166,47.0022003624126,2.41539461296366
2004,YR2004,Denmark,DNK,85.566,0.258432282052875,66.15,1.6225264974926
2004,YR2004,Estonia,EST,68.862,-0.597820510395586,18.1740976645435,3.61949868570147
2004,YR2004,Finland,FIN,82.772,0.290350361518584,7.39682852358909,2.37972259665655
2004,YR2004,France,FRA,76.883,0.736332748710216,53.7987132168301,1.82269094417374
2004,YR2004,Germany,DEU,75.779,-0.021709727650009,48.7799982796686,0.951063416014002
2004,YR2004,Greece,GRC,74.073,0.247413542822812,62.6842513576416,4.27540756814993
2004,YR2004,Hungary,HUN,65.896,-0.221439378654807,65.431823253738,4.35156332771767
2004,YR2004,Iceland,ISL,92.914,0.8779361576874,18.7930174563591,5.31664247319305
2004,YR2004,Ireland,IRL,60.202,1.82831381790901,62.4909275656844,1.57408727204836
2004,YR2004,Israel,ISR,91.456,1.76762364154994,23.7292051756007,1.41613118605963
2004,YR2004,Italy,ITA,67.62,0.647182705470772,50.3283533636776,2.34703257342223
2004,YR2004,Japan,JPN,84.64,0.0336622582725446,12.9327846364883,1.23095748420526
2004,YR2004,"Korea, Rep.",KOR,81.002,0.396331436697806,19.5517455071266,2.95801854433406
2004,YR2004,Latvia,LVA,67.9,-1.09131295557421,26.3872595497131,4.19690569909693
2004,YR2004,Lithuania,LTU,66.646,-1.12299127483243,41.5491384811742,4.1728968841311
2004,YR2004,Luxembourg,LUX,86.177,1.42133256471314,49.7191644072932,0.535432004959881
2004,YR2004,Mexico,MEX,75.997,1.38146893230283,54.8213688623679,3.33919043587465
2004,YR2004,Netherlands,NLD,81.514,0.347475412048658,57.7428909952607,1.86628779147758
2004,YR2004,New Zealand,NZL,86.281,1.48621908244575,45.1558998898637,5.36558854547454
2004,YR2004,Norway,NOR,77.399,0.590930939690253,2.84741159334582,1.3864679027717
2004,YR2004,Poland,POL,61.564,-0.0585127351273288,53.2987301276401,3.29260490134403
2004,YR2004,Portugal,PRT,56.907,0.239128989611917,42.2908196721311,2.60214117997755
2004,YR2004,Slovak Republic,SVK,55.713,-0.0203617202597358,40.2079002079002,1.66748149791647
2004,YR2004,Slovenia,SVN,51.308,0.0640662022616923,24.428997020854,2.42963083827174
2004,YR2004,Spain,ESP,77.022,1.7254663034483,58.2375095156056,3.12832703269699
2004,YR2004,Sweden,SWE,84.258,0.393298991357658,7.74095920432013,1.82775456382142
2004,YR2004,Switzerland,CHE,73.452,0.687425960233006,39.3016194331984,0.931268101342743
2004,YR2004,Turkiye,TUR,67.225,1.3847339240455,53.5452100359913,9.32742275784367
2004,YR2004,United Kingdom,GBR,79.629,0.568943113421317,70.4790641921217,0.760132900411628
2004,YR2004,United States,USA,79.757,0.925483968943482,45.0758028884775,1.26548363027696
2005,YR2005,Australia,AUS,84.582,1.31978955436191,53.3993725837314,2.88798590508864
2005,YR2005,Austria,AUT,58.813,0.681267248299787,34.6194861851672,1.25939963482441
2005,YR2005,Belgium,BEL,97.403,0.550055708089009,45.6737120211361,0.840639973990251
2005,YR2005,Canada,CAN,80.122,0.944466927450734,6.87695957544345,1.88031145780062
2005,YR2005,Chile,CHL,86.783,1.04195390189779,21.364245251045,3.92221193789503
2005,YR2005,Czechia,CZE,73.602,0.138325980046718,46.6669686771939,2.28463529199072
2005,YR2005,Denmark,DNK,85.856,0.275481733409308,67.675,1.1456435911337
2005,YR2005,Estonia,EST,68.735,-0.572255524659659,20.8044350082567,3.28731485717963
2005,YR2005,Finland,FIN,82.905,0.342248594286999,7.46511704258183,2.27826118637172
2005,YR2005,France,FRA,77.13,0.753799176960609,53.675507755357,1.68010170422531
2005,YR2005,Germany,DEU,75.98,-0.0567782618352031,48.8330083725198,0.726955700932129
2005,YR2005,Greece,GRC,74.452,0.293249074052818,62.1024049650892,4.28422352376638
2005,YR2005,Hungary,HUN,66.365,-0.198878843237103,65.4279656288361,3.72054665681065
2005,YR2005,Iceland,ISL,93.037,1.58289197780465,18.7730673316708,4.75180694830263
2005,YR2005,Ireland,IRL,60.477,2.17870301355631,62.4473798809697,1.03354966551094
2005,YR2005,Israel,ISR,91.518,1.76289766113006,23.775415896488,1.65223708589073
2005,YR2005,Italy,ITA,67.738,0.491389107503214,49.8312581581101,2.03359548344901
2005,YR2005,Japan,JPN,85.978,0.00939209655766336,12.8724279835391,1.11162940578642
2005,YR2005,"Korea, Rep.",KOR,81.345,0.211997784117548,19.4217862674239,2.61997573131402
2005,YR2005,Latvia,LVA,68,-1.08057145691172,27.8657174538384,3.72327312864324
2005,YR2005,Lithuania,LTU,66.635,-1.62840112593427,45.2616464582004,4.32851922287799
2005,YR2005,Luxembourg,LUX,86.598,1.53005466340868,50.1075953792252,0.35650094088746
2005,YR2005,Mexico,MEX,76.308,1.4158169793862,54.8213688623679,3.07320418494207
2005,YR2005,Netherlands,NLD,82.63,0.23366314793854,57.396327014218,1.85792627472621
2005,YR2005,New Zealand,NZL,86.341,1.12877350967992,44.4798906232198,4.51769702400314
2005,YR2005,Norway,NOR,77.675,0.681072964187373,2.83646001029449,1.40342625353834
2005,YR2005,Poland,POL,61.452,-0.043948953332248,51.9243952600137,2.91894238438008
2005,YR2005,Portugal,PRT,57.522,0.185532266654625,41.8048540505084,2.30349335448735
2005,YR2005,Slovak Republic,SVK,55.563,0.00980913417308711,40.3534303534304,1.61878627564451
2005,YR2005,Slovenia,SVN,51.533,0.173208905073743,25.2730883813307,2.42520298872385
2005,YR2005,Spain,ESP,77.263,1.68934904712031,58.4343505179427,2.7690522635835
2005,YR2005,Sweden,SWE,84.319,0.399942762807279,7.85879696970366,1.25376780270787
2005,YR2005,Switzerland,CHE,73.478,0.640601540243491,39.2226327243282,0.814219929475234
2005,YR2005,Turkiye,TUR,67.84,1.32312648689277,53.5621012694412,9.16534055228687
2005,YR2005,United Kingdom,GBR,79.915,0.68661130607346,70.0863886248088,0.545491177832267
2005,YR2005,United States,USA,79.928,0.921713167161207,45.0712950997171,1.1505065593333
2009,YR2009,Australia,AUS,85.063,2.0610451296841,50.0184840477461,2.3021607847244
2009,YR2009,Austria,AUT,57.683,0.261953189906348,33.8705768298594,1.14681776764538
2009,YR2009,Belgium,BEL,97.603,0.804599572619861,45.0330250990753,0.645274318792124
2009,YR2009,Canada,CAN,80.758,1.14175809912162,6.56465441761223,1.5498932753953
2009,YR2009,Chile,CHL,87.017,1.05928641203431,21.2257172522501,3.69712695588486
2009,YR2009,Czechia,CZE,73.324,0.569729451418061,45.907172449508,1.75678751340306
2009,YR2009,Denmark,DNK,86.654,0.535079062079429,65.85,0.833588855644673
2009,YR2009,Estonia,EST,68.223,-0.192768077420229,21.9815994338287,2.47116868442475
2009,YR2009,Finland,FIN,83.429,0.478246393482911,7.55676209279368,2.25368231662696
2009,YR2009,France,FRA,78.117,0.51448954376938,52.9988658714983,1.32316199671353
2009,YR2009,Germany,DEU,76.771,-0.253383410163402,48.4380826711798,0.695334317361279
2009,YR2009,Greece,GRC,75.932,0.263026401346927,58.6501163692785,2.80495420572755
2009,YR2009,Hungary,HUN,68.46,-0.154908813950621,63.8793770020987,3.05539686653643
2009,YR2009,Iceland,ISL,93.511,0.341241978970882,18.7032418952618,5.64274601892759
2009,YR2009,Ireland,IRL,61.342,1.01566327592341,66.6848599216142,0.558323857001811
2009,YR2009,Israel,ISR,91.763,2.39020733801215,24.1497227356747,1.85239806001822
2009,YR2009,Italy,ITA,68.209,0.455613449577732,47.2828843695683,1.80273854103193
2009,YR2009,Japan,JPN,89.989,-0.0124946312294096,12.6447187928669,1.08231650645818
2009,YR2009,"Korea, Rep.",KOR,81.835,0.514682827535803,18.4937152276942,2.24055681194729
2009,YR2009,Latvia,LVA,67.814,-1.65102496759116,29.456666720234,3.20982496428423
2009,YR2009,Lithuania,LTU,66.842,-1.11034575437238,42.9038691663343,2.53647105450177
2009,YR2009,Luxembourg,LUX,88.178,1.85177523043645,50.7679280315095,0.233334868942186
2009,YR2009,Mexico,MEX,77.52,1.47675580253545,52.8213174207156,3.24149414069732
2009,YR2009,Netherlands,NLD,86.288,0.514284544827762,56.8455380966499,1.55319264710119
2009,YR2009,New Zealand,NZL,86.22,0.999728031208421,43.6367779423493,5.7506934901985
2009,YR2009,Norway,NOR,78.815,1.2611272893768,2.77693815641051,1.30031900599593
2009,YR2009,Poland,POL,61.004,0.067763227021235,50.9958208175526,2.55891838705563
2009,YR2009,Portugal,PRT,59.964,0.0953308592370666,40.3491647559777,1.95062621184125
2009,YR2009,Slovak Republic,SVK,54.96,0.133257321027673,40.1330838012061,2.08513328365435
2009,YR2009,Slovenia,SVN,52.433,0.903875535210913,31.0297928104121,1.81591318608916
2009,YR2009,Spain,ESP,78.21,0.88573598057307,56.0903220631292,2.26545206640089
2009,YR2009,Sweden,SWE,84.902,0.851904412936677,7.52983320800796,1.43668364975471
2009,YR2009,Switzerland,CHE,73.581,1.24948463127384,38.9082903127847,0.717347053469042
2009,YR2009,Turkiye,TUR,70.241,1.27389035427646,50.5580603666697,8.07198879989725
2009,YR2009,United Kingdom,GBR,81.031,0.756390859593407,71.6116231967925,0.68080815865187
2009,YR2009,United States,USA,80.606,0.876651298802912,44.7062669036734,0.960285892029002
2010,YR2010,Australia,AUS,85.182,1.55548958906995,48.9920987204353,2.20622661871056
2010,YR2010,Austria,AUT,57.399,0.240394299500766,33.6791080950073,1.26732767225745
2010,YR2010,Belgium,BEL,97.651,0.913639391631709,44.7721268163804,0.765104156770348
2010,YR2010,Canada,CAN,80.937,1.11186407517168,6.50040878514409,1.49323608111661
2010,YR2010,Chile,CHL,87.074,1.03891170046699,21.1732649031918,3.47828463189786
2010,YR2010,Czechia,CZE,73.255,0.29136167418042,45.6289006862618,1.54059611257066
2010,YR2010,Denmark,DNK,86.795,0.444197154509531,65.65,1.20190857029029
2010,YR2010,Estonia,EST,68.094,-0.22805796852935,22.3826374144845,3.17107206970876
2010,YR2010,Finland,FIN,83.77,0.457494535465831,7.54162553471537,2.41890476924467
2010,YR2010,France,FRA,78.369,0.494040602950225,52.8279247639972,1.60402828863388
2010,YR2010,Germany,DEU,76.966,-0.153198446937304,47.9100324181656,0.803696771174544
2010,YR2010,Greece,GRC,76.292,0.128880432668041,58.0993017843289,2.9883328440953
2010,YR2010,Hungary,HUN,68.911,-0.226013875689698,59.0191096873964,3.03288835497418
2010,YR2010,Iceland,ISL,93.574,-0.143903000294037,18.6932668329177,6.29259972613893
2010,YR2010,Ireland,IRL,61.542,0.544884384079014,66.3086079256786,0.95470225301197
2010,YR2010,Israel,ISR,91.826,1.82675240987847,23.3133086876155,1.57320059548492
2010,YR2010,Italy,ITA,68.327,0.30759122234095,48.45088902265,1.77551453832278
